time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward,case_label,profile_label,profile_fingerprint,profile_name
36,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6356111111111113,0.55,0.55,0.0,0.0,-0.013824760765550271,0.0,0.0,0.0,0.0,1.05,57.0,-29.11999999999998,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.6063933796296332,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
37,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6352222222222225,0.55,0.55,0.0,0.0,-0.01376196172248807,0.0,0.0,0.0,0.0,1.05,57.0,-29.15111111111109,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5989801851851888,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
38,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6348333333333336,0.55,0.55,0.0,0.0,-0.01369916267942587,0.0,0.0,0.0,0.0,1.05,57.0,-29.1822222222222,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5916804166666704,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
39,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6344444444444447,0.55,0.55,0.0,0.0,-0.01363636363636367,0.0,0.0,0.0,0.0,1.05,57.0,-29.21333333333331,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5844940740740778,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
40,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6340555555555558,0.55,0.55,0.0,0.0,-0.01357356459330147,0.0,0.0,0.0,0.0,1.05,57.0,-29.244444444444422,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5774211574074113,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
41,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6336666666666669,0.55,0.55,0.0,0.0,-0.01351076555023927,0.0,0.0,0.0,0.0,1.05,57.0,-29.27555555555553,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5704616666666705,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
42,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.633277777777778,0.55,0.55,0.0,0.0,-0.01344796650717707,0.0,0.0,0.0,0.0,1.05,57.0,-29.306666666666644,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5636156018518558,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
43,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6328888888888892,0.55,0.55,0.0,0.0,-0.013385167464114871,0.0,0.0,0.0,0.0,1.05,57.0,-29.337777777777752,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5568829629629669,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
44,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6325000000000003,0.55,0.55,0.0,0.0,-0.013322368421052671,0.0,0.0,0.0,0.0,1.05,57.0,-29.368888888888865,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.550263750000004,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
45,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6321111111111114,0.55,0.55,0.0,0.0,-0.013259569377990471,0.0,0.0,0.0,0.0,1.05,57.0,-29.399999999999974,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5437579629629671,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
46,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6317222222222225,0.55,0.55,0.0,0.0,-0.013196770334928271,0.0,0.0,0.0,0.0,1.05,57.0,-29.431111111111086,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.537365601851856,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
47,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6313333333333336,0.55,0.55,0.0,0.0,-0.01313397129186607,0.0,0.0,0.0,0.0,1.05,57.0,-29.462222222222195,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5310866666666708,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
48,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6309444444444448,0.55,0.55,0.0,0.0,-0.01307117224880387,0.0,0.0,0.0,0.0,1.05,57.0,-29.493333333333307,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5249211574074115,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
49,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6305555555555559,0.55,0.55,0.0,0.0,-0.01300837320574167,0.0,0.0,0.0,0.0,1.05,57.0,-29.524444444444416,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5188690740740782,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
50,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.630166666666667,0.55,0.55,0.0,0.0,-0.01294557416267947,0.0,0.0,0.0,0.0,1.05,57.0,-29.55555555555553,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5129304166666708,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
51,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6297777777777781,0.55,0.55,0.0,0.0,-0.01288277511961727,0.0,0.0,0.0,0.0,1.05,57.0,-29.586666666666638,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5071051851851893,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
52,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6293888888888892,0.55,0.55,0.0,0.0,-0.01281997607655507,0.0,0.0,0.0,0.0,1.05,57.0,-29.61777777777775,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.5013933796296337,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
53,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6290000000000003,0.55,0.55,0.0,0.0,-0.01275717703349287,0.0,0.0,0.0,0.0,1.05,57.0,-29.64888888888886,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4957950000000042,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
54,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6286111111111115,0.55,0.55,0.0,0.0,-0.01269437799043067,0.0,0.0,0.0,0.0,1.05,57.0,-29.67999999999997,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4903100462963005,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
55,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6282222222222226,0.55,0.55,0.0,0.0,-0.01263157894736847,0.0,0.0,0.0,0.0,1.05,57.0,-29.71111111111108,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.48493851851852265,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
56,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6278333333333337,0.55,0.55,0.0,0.0,-0.01256877990430627,0.0,0.0,0.0,0.0,1.05,57.0,-29.742222222222193,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.47968041666667083,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
57,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6274444444444448,0.55,0.55,0.0,0.0,-0.012505980861244069,0.0,0.0,0.0,0.0,1.05,57.0,-29.7733333333333,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4745357407407449,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
58,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6270555555555559,0.55,0.55,0.0,0.0,-0.01244318181818187,0.0,0.0,0.0,0.0,1.05,57.0,-29.804444444444414,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.46950449074074485,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
59,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.626666666666667,0.55,0.55,0.0,0.0,-0.01238038277511967,0.0,0.0,0.0,0.0,1.05,57.0,-29.835555555555523,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4645866666666708,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
60,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6262777777777782,0.55,0.55,0.0,0.0,-0.01231758373205747,0.0,0.0,0.0,0.0,1.05,57.0,-29.866666666666635,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.45978226851852255,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
61,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6258888888888893,0.55,0.55,0.0,0.0,-0.01225478468899527,0.0,0.0,0.0,0.0,1.05,57.0,-29.897777777777744,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4550912962963003,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
62,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6255000000000004,0.55,0.55,0.0,0.0,-0.01219198564593307,0.0,0.0,0.0,0.0,1.05,57.0,-29.928888888888856,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.45051375000000404,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
63,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6251111111111115,0.55,0.55,0.0,0.0,-0.01212918660287087,0.0,0.0,0.0,0.0,1.05,57.0,-29.959999999999965,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.44604962962963357,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
64,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6247222222222226,0.55,0.55,0.0,0.0,-0.01206638755980867,0.0,0.0,0.0,0.0,1.05,57.0,-29.991111111111078,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4416989351851891,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
65,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6243333333333337,0.55,0.55,0.0,0.0,-0.012003588516746471,0.0,0.0,0.0,0.0,1.05,57.0,-30.022222222222187,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4374616666666705,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
66,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6239444444444449,0.55,0.55,0.0,0.0,-0.011940789473684271,0.0,0.0,0.0,0.0,1.05,57.0,-30.0533333333333,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.43333782407407795,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
67,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.623555555555556,0.55,0.55,0.0,0.0,-0.01187799043062207,0.0,0.0,0.0,0.0,1.05,57.0,-30.084444444444408,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.42932740740741115,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
68,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6231666666666671,0.55,0.55,0.0,0.0,-0.01181519138755987,0.0,0.0,0.0,0.0,1.05,57.0,-30.11555555555552,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.42543041666667036,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
69,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6227777777777782,0.55,0.55,0.0,0.0,-0.01175239234449767,0.0,0.0,0.0,0.0,1.05,57.0,-30.14666666666663,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.4216468518518556,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
70,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6223888888888893,0.55,0.55,0.0,0.0,-0.01168959330143547,0.0,0.0,0.0,0.0,1.05,57.0,-30.17777777777774,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.41797671296296657,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
71,map_rule_zero_offset,C16_heldout_nominal,heldout_evaluation,mixed arterial free flow mild seed46,data/drive_cycles/sumo/osm_custom_mixed_arterial/e8a36196fd7b4c36.csv,0.0,0.0,2.0,0.0,0.6220000000000004,0.55,0.55,0.0,0.0,-0.01162679425837327,0.0,0.0,0.0,0.0,1.05,57.0,-30.20888888888885,0.01842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,-0.41442000000000356,"C16_heldout_nominal | Heldout | Nominal | mixed arterial free flow mild seed46 | SOC 0.65, mass 1.15, grade 2.0%",mixed arterial free flow mild seed46,e8a36196fd7b4c36,custom_mixed_arterial_free_flow_mild_seed46
