time_s,controller,case_id,split,profile_id,profile_path,speed_mps,accel_mps2,road_grade,P_dem_kw,SOC,SOC_ref_base,SOC_ref_adapted,fuel_rate_kgps,total_fuel_kg,SOC_corrected_fuel_kg,engine_on,EMS_mode,P_eng_cmd_kw,P_mot_cmd_kw,P_batt_kw,battery_discharge_limit_kw,battery_charge_limit_kw,battery_limit_usage,constraint_flags,delta_P_eng_on_kw,delta_SOC_ref,raw_delta_P_eng_on_kw,raw_delta_SOC_ref,pre_gate_delta_P_eng_on_kw,pre_gate_delta_SOC_ref,confidence,distribution_confidence,safety_margin_confidence,stability_confidence,distribution_risk,top_ood_feature,top_ood_z,action_attenuation_ratio,fallback_active,direction_suppression_active,posthoc_step_reward,case_label,profile_label,profile_fingerprint,profile_name
140,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,0.6899999976158142,0.3100000023841858,0.0,0.429253847422165,0.4410363722615255,0.55,0.5538034989723071,0.0,0.0,0.01759580113001683,0.0,0.0,0.0,0.429253847422165,1.562175508204649,35.07454248312406,-40.33540176867669,0.04453872802350256,0.0,-2.0003252442113744,0.0038034989723069873,-2.1739988923072815,0.004133729040622711,-2.1739988923072815,0.004133729040622711,0.0,0.9201132766394439,0.0,0.9613174984979064,1.0201623016493924,current_SOC,1.2928676486773323,0.920113276639444,0.0,0.0,-1.1076982082967548,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
141,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,0.9599999785423279,0.26999998092651367,0.0,0.5333389761128786,0.4404123427293493,0.55,0.5537920394419398,0.0,0.0,0.01769657144920795,0.0,0.0,0.0,0.5333389761128786,1.6848797368757096,34.97618328445933,-40.35854510953898,0.04817220115678939,0.0,-1.9942984809475242,0.00379203944193975,-2.1739988923072815,0.004133729040622711,-2.1739988923072815,0.004133729040622711,0.0,0.917341075013594,0.0,0.9681800219977605,1.0384840471869559,current_SOC,1.30200265272174,0.917341075013594,0.0,0.0,-1.1172273077834394,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
142,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,1.5800000429153442,0.6200000643730164,0.0,1.8014509170670598,0.43925121767869246,0.55,0.5537960482052399,0.0,0.0,0.017884073700211153,0.0,0.0,0.0,1.8014509170670598,3.135037636773564,34.870098263989384,-40.38350629082603,0.08990618876492074,0.0,-1.996406758216847,0.003796048205239825,-2.1739988923072815,0.004133729040622711,-2.1739988923072815,0.004133729040622711,0.0,0.9183108442608475,0.0,0.9670758160541246,1.0321054656092807,current_SOC,1.311855184098569,0.9183108442608475,0.0,0.0,-1.1363763752279383,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
143,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,2.0899999141693115,0.5099998712539673,0.0,2.0010343104866375,0.43800825879594657,0.55,0.5537982500404627,0.0,0.0,0.018084790744673708,0.0,0.0,0.0,2.0010343104866375,3.3559889834138765,34.67270700537772,-40.4299512928523,0.0967905096909037,0.0,-1.9975647410667903,0.003798250040462599,-2.1739988923072815,0.004133729040622711,-2.1739988923072815,0.004133729040622711,0.0,0.9188434953371847,0.0,0.9674620884510483,1.0285880492229869,current_SOC,1.3301876834502013,0.9188434953371848,0.0,0.0,-1.15635093167826,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
144,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,2.4600000381469727,0.37000012397766113,0.0,1.7824581907565349,0.43685495839197075,0.55,0.553799838595091,0.0,0.0,0.018271029446272673,0.0,0.0,0.0,1.7824581907565349,3.1139110907347787,34.46140399531092,-40.47966964816214,0.09035937976173232,0.0,-1.9984001891497398,0.0037998385950909572,-2.1739988923072815,0.004133729040622711,-2.1739988923072815,0.004133729040622711,0.0,0.9192277862795148,0.0,0.9676742506830054,1.0260441275894034,current_SOC,1.349812221650591,0.9192277862795148,0.0,0.0,-1.1747072059613826,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
145,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,2.880000114440918,0.4200000762939453,0.0,2.3297674925359755,0.43547874863604596,0.55,0.553802417748442,0.0,0.0,0.018493264275279666,0.0,0.0,0.0,2.3297674925359755,3.7157663409969413,34.26534292663502,-40.52580166432117,0.10844095005710899,0.0,-1.9997566100648752,0.003802417748441975,-2.1739988923072815,0.004133729040622711,-2.1739988923072815,0.004133729040622711,0.0,0.9198517152612338,0.0,0.9678273190380088,1.0219026433182652,current_SOC,1.3680211810526495,0.9198517152612337,0.0,0.0,-1.1969710706281023,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
146,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,3.450000047683716,0.5699999332427979,0.0,3.6595316128698308,0.4335746603160558,0.55,0.553805733960742,0.0,0.0,0.01880074265231157,0.0,0.0,0.0,3.6595316128698308,5.141038463973503,34.03138726812781,-40.58085005455816,0.1510675548859672,0.0,-2.0015006629033447,0.0038057339607419317,-2.1739988923072815,0.004133729040622711,-2.1739988923072815,0.004133729040622711,0.0,0.9206539478863932,0.0,0.9680758385120601,1.016556986393974,current_SOC,1.389749559442151,0.9206539478863932,0.0,0.0,-1.22801054901288,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
147,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,4.070000171661377,0.6200001239776611,0.0,4.664757480162822,0.4312746272916527,0.55,0.5538081086984091,0.0,0.0,0.019172159468453215,0.0,0.0,0.0,4.664757480162822,6.21008916588827,33.70769225372948,-40.65701358735777,0.18423359033726713,0.0,-2.00274957810973,0.0038081086984090846,-2.1739988923072815,0.004133729040622711,-2.1739988923072815,0.004133729040622711,0.0,0.9212284261949171,0.0,0.9683953787737134,1.0127145064320628,current_SOC,1.4198123833145009,0.921228426194917,0.0,0.0,-1.265239103860558,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
148,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,4.309999942779541,0.23999977111816406,0.0,2.2110546866366434,0.42994631862362864,0.55,0.5537630583938696,0.0,0.0,0.019386659073935573,0.0,0.0,0.0,2.2110546866366434,3.586433403665076,33.31668663958096,-40.74901490833389,0.10764676098986128,0.0,-1.9790568514688152,0.0037630583938695356,-2.1739988923072815,0.004133729040622711,-2.1739988923072815,0.004133729040622711,0.0,0.9103302023159852,0.0,0.968624201366142,1.0836736455282612,current_SOC,1.4561266062354077,0.9103302023159852,0.0,0.0,-1.2854758653890435,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
149,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,4.53000020980835,0.2200002670288086,0.0,2.1765062312934216,0.42863199667309926,0.55,0.5538216518402509,0.0,0.0,0.019598900058769863,0.0,0.0,0.0,2.1765062312934216,3.5486692664293367,33.09087416601687,-40.802147255054855,0.10724011848782442,0.0,-2.0098721483297535,0.003821651840250862,-2.1739988923072815,0.004133729040622711,-2.1739988923072815,0.004133729040622711,0.0,0.9245046791153885,0.0,0.9642832892658177,0.9905627625801786,current_SOC,1.4770986951430953,0.9245046791153886,0.0,0.0,-1.3065606752989398,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
150,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,4.840000152587891,0.309999942779541,0.0,3.0581575451435365,0.42696717046609917,0.55,0.5543318529589328,0.0,0.0,0.019867741611335667,0.0,0.0,0.0,3.0581575451435365,4.495030758900316,32.86743943442687,-40.85472013307603,0.13676242616551423,0.0,-2.280340808142151,0.004331852958932786,-2.5098721483297535,0.004767882525920868,-2.5098721483297535,0.004767882525920868,0.0,0.9234800818654606,0.0,0.9085485926682165,0.9975347592261204,current_SOC,1.4978499538402403,0.9085485926682165,0.0,0.0,-1.33475023953263,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
151,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,5.460000038146973,0.619999885559082,0.0,6.288586876465994,0.424029273736883,0.55,0.5543918550860583,0.0,0.0,0.020342162733876557,0.0,0.0,0.0,6.288586876465994,7.932321168883706,32.58441897923686,-40.921313181356034,0.24343908583848822,0.0,-2.31510421717862,0.004391855086058222,-2.5133217573165894,0.004767882525920868,-2.5133217573165894,0.004767882525920868,0.0,0.9211332414717958,0.0,0.9575578544183994,1.0133520042063877,current_SOC,1.5241351720802088,0.9211332414717958,0.0,0.0,-1.3824427375147708,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
152,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,5.690000057220459,0.23000001907348633,0.0,2.8574133911472135,0.4224430942719137,0.55,0.55422111708368,0.0,0.0,0.020598304154655092,0.0,0.0,0.0,2.8574133911472135,4.28268455541711,32.0849765352701,-41.03882905052468,0.1334794354831233,0.0,-2.2251020969826887,0.0042211170836799795,-2.5133217573165894,0.004767882525920868,-2.5133217573165894,0.004767882525920868,0.0,0.8853232143895394,0.0,0.9637136599220443,1.233908863374477,current_SOC,1.5705203481239518,0.8853232143895394,0.0,0.0,-1.406397449735454,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
153,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,6.230000019073486,0.5399999618530273,0.0,6.367734706917337,0.41947395926628667,0.55,0.5543806057104408,0.0,0.0,0.021077769735707304,0.0,0.0,0.0,6.367734706917337,8.016664515192923,31.81532602622532,-41.102276229123454,0.25197492895671725,0.0,-2.3091742681201177,0.0043806057104407445,-2.5133217573165894,0.004767882525920868,-2.5133217573165894,0.004767882525920868,0.0,0.9187738344276163,0.0,0.9472375824826138,1.0290486295448116,current_SOC,1.5955638470964977,0.9187738344276163,0.0,0.0,-1.4555105110450748,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
154,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,6.559999942779541,0.3299999237060547,0.0,4.418442653632275,0.4172701759216496,0.55,0.5541889864283109,0.0,0.0,0.02143364384040348,0.0,0.0,0.0,4.418442653632275,5.950215030519983,31.31057307526873,-41.221041629348534,0.1900385220103134,0.0,-2.208164876995234,0.004188986428310933,-2.5133217573165894,0.004767882525920868,-2.5133217573165894,0.004767882525920868,0.0,0.8785842364062594,0.0,0.962628104385274,1.2720234339417675,current_SOC,1.6424422307251805,0.8785842364062595,0.0,0.0,-1.4898391224228313,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
155,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,7.139999866485596,0.5799999237060547,0.0,7.811221275876626,0.4137348819585832,0.55,0.5542786667660633,0.0,0.0,0.022004534611951284,0.0,0.0,0.0,7.811221275876626,9.545293700279263,30.935929906680432,-41.30919296313402,0.30855040495220454,0.0,-2.2554385971112754,0.0042786667660633096,-2.5133217573165894,0.004767882525920868,-2.5133217573165894,0.004767882525920868,0.0,0.8973934954987023,0.0,0.9441370005461608,1.163297219272246,current_SOC,1.6772368092366354,0.8973934954987023,0.0,0.0,-1.5477474004125948,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
156,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,7.579999923706055,0.440000057220459,0.0,6.542959549676382,0.4106966613217672,0.55,0.5540680141390764,0.0,0.0,0.02249515636550411,0.0,0.0,0.0,6.542959549676382,8.203195719403295,30.33492993295914,-41.450604721656674,0.2704207900770675,0.0,-2.144396047769066,0.004068014139076269,-2.5133217573165894,0.004767882525920868,-2.5133217573165894,0.004767882525920868,0.0,0.85321190632535,0.0,0.9527910797143655,1.4086666460559287,current_SOC,1.7330540308606805,0.85321190632535,0.0,0.0,-1.5958479741038558,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
157,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,7.960000038146973,0.38000011444091797,0.0,6.094116648069546,0.4078356054221927,0.55,0.5541194554271142,0.0,0.0,0.022957168980866017,0.0,0.0,0.0,6.094116648069546,7.724850928851115,29.81843242470042,-41.57213354712931,0.259062945322778,0.0,-2.171512594317119,0.004119455427114065,-2.5133217573165894,0.004767882525920868,-2.5133217573165894,0.004767882525920868,0.0,0.8640010328942477,0.0,0.9324632736798947,1.3517641930979616,current_SOC,1.7810231775284204,0.8640010328942478,0.0,0.0,-1.6412127007048278,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
158,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,8.579999923706055,0.619999885559082,0.0,10.04163939596627,0.41199470057452714,0.55,0.5541263798013797,0.0034612046925465495,0.0034612046925465495,0.025746749456229377,1.0,1.0,23.207809090093097,-13.166169694126827,-11.229556911302973,29.332052921772757,-41.68657578311229,0.26938065073342377,0.0,-2.1751626801577166,0.00412637980137965,-2.5133217573165894,0.004767882525920868,-2.5133217573165894,0.004767882525920868,0.0,0.8654533283792853,0.0,0.9374273158584904,1.3439765170963955,current_SOC,1.8261951470714608,0.8654533283792852,0.0,0.0,-1.695225238839831,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
159,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,9.109999656677246,0.5299997329711914,0.0,9.330294227449166,0.41602289476460114,0.55,0.5541297126099319,0.0013840760654538948,0.004845280758000444,0.02648033961778376,1.0,1.0,22.122445310635598,-12.792151083186432,-10.87612431319985,30.03909909766961,-41.52021197701892,0.26194770679927387,0.0,-2.176919522991347,0.004129712609931864,-2.5133217573165894,0.004767882525920868,-2.5133217573165894,0.004767882525920868,0.0,0.8661523406838244,0.0,0.9380955123058555,1.3402167402176237,current_SOC,1.7605289992776338,0.8661523406838244,0.0,0.0,-1.5390870014775098,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
160,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,9.640000343322754,0.5300006866455078,0.0,9.913799806221805,0.4199033851207038,0.55,0.5534648942969443,0.0013954650704271602,0.006240745828427604,0.0272491704799886,1.0,1.0,22.283579764132693,-12.369779957910888,-10.477323961477182,30.723892109982188,-41.359084209415954,0.2533258209593499,0.0,-1.4632934529948258,0.0034648942969442635,-1.676919522991347,0.003970733880996704,-1.676919522991347,0.003970733880996704,0.0,0.8726080368988444,0.0,0.9361024111539361,1.3051283847062827,current_SOC,1.6969295899495818,0.8726080368988444,0.0,0.0,-1.4779749739317376,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
161,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,9.90999984741211,0.26999950408935547,0.0,5.914942611094357,0.4236626688287244,0.55,0.5534912513449562,0.0010956059929686766,0.0073363518213962805,0.027737715108623807,1.0,1.0,17.937850571277078,-12.022907960182721,-10.150066011655626,31.38357547051964,-41.20386459517185,0.24633771883730007,0.0,-0.8469717851027351,0.0034912513449562024,-0.9632934529948258,0.003970733880996704,-0.9632934529948258,0.003970733880996704,0.0,0.8792458647669066,0.0,0.9239622812248313,1.2683193149596417,current_SOC,1.6356622123342048,0.8792458647669066,0.0,0.0,-1.4105122497576272,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
162,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,10.359999656677246,0.4499998092651367,0.0,9.334830609844424,0.4273045563447939,0.55,0.5535149661876881,0.0013068312395938292,0.00864318306099011,0.02845644250291933,1.0,1.0,21.021537372151162,-11.686706762306738,-9.833096293387724,32.02265370088314,-41.053493246851026,0.2395191131303294,0.0,-0.38855780408751717,0.0035149661876881346,-0.4389401078224182,0.003970733880996704,-0.4389401078224182,0.003970733880996704,0.0,0.8852182727505863,0.0,0.9356144155558788,1.2345091560386796,current_SOC,1.5763085138665827,0.8852182727505862,0.0,0.0,-1.3555710663205933,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
163,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,8.789999961853027,-1.5699996948242188,0.0,-20.951322755187583,0.43283420852617915,0.55,0.5535546710480267,0.0,0.00864318306099011,0.027563496277456405,0.0,3.0,0.0,-17.065259453505764,-14.930060889740174,32.641774578614964,-40.907817746208245,0.3649684024302187,0.0,-0.3929469311860349,0.0035546710480267025,-0.4389401078224182,0.003970733880996704,-0.4389401078224182,0.003970733880996704,0.0,0.8952176485658705,0.0,0.9781701952984616,1.176267441508586,current_SOC,1.518808332909077,0.8952176485658705,0.0,0.0,-1.2921166373530244,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
164,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,7.210000038146973,-1.5799999237060547,0.0,-17.375179345332327,0.43723278656019515,0.55,0.5534034901682224,0.0,0.00864318306099011,0.026853199585360518,0.0,3.0,0.0,-13.849699968945501,-11.876160691843138,33.58181544945045,-40.686631658952834,0.291893435450557,0.0,-0.37623481859657776,0.003403490168222399,-0.4389401078224182,0.003970733880996704,-0.4389401078224182,0.003970733880996704,0.0,0.8571438606125072,0.0,0.9800719302384719,1.3881170209736993,battery_limit_usage,1.9436918529258058,0.8571438606125072,0.0,0.0,-1.1705472939357402,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
165,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,5.539999961853027,-1.6700000762939453,0.0,-14.197700327137133,0.4404787973340968,0.55,0.5535392105050527,0.0,0.00864318306099011,0.026329023204407498,0.0,3.0,0.0,-10.55128413075658,-8.764229089534473,34.329573715233174,-40.510688537592195,0.21634362203944377,0.0,-0.39123786364250573,0.0035392105050526972,-0.4389401078224182,0.003970733880996704,-0.4389401078224182,0.003970733880996704,0.0,0.8913240250097826,0.0,0.9728308529765513,1.1992041798013022,battery_limit_usage,1.5226250325837691,0.8913240250097826,0.0,0.0,-1.1174093735976145,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
166,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,3.930000066757202,-1.6099998950958252,0.0,-9.718263491689045,0.442666845942105,0.55,0.5536548434094185,0.0,0.00864318306099011,0.025975689996176513,0.0,3.0,0.0,-7.570029296750562,-5.907731241622084,34.881395546796455,-40.38084810663613,0.1463003259867446,0.0,-0.4040203670867737,0.0036548434094184246,-0.4389401078224182,0.003970733880996704,-0.4389401078224182,0.003970733880996704,0.0,0.92044531790708,0.0,0.97933142002097,1.017949439104525,current_SOC,1.3108059611938039,0.9204453179070798,0.0,0.0,-1.08128897556239,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
167,new_robust_confidence_adapter,C13_snow_weather_snow_friction,weather_snow,urban signalized / snow,data/drive_cycles/sumo_weather/profiles/snow/osm_custom_urban_signalized/b0a2f5c7a2354bfd.csv,2.7699999809265137,-1.1600000858306885,0.0,-4.861280638789761,0.4439105246806464,0.55,0.5537416429864835,0.0,0.00864318306099011,0.02577485670705798,0.0,3.0,0.0,-4.861280638789761,-3.357932594061812,35.25336381015784,-40.2933261623158,0.08333719039562208,0.0,-0.41361552426873066,0.0037416429864835024,-0.4389401078224182,0.003970733880996704,-0.4389401078224182,0.003970733880996704,0.0,0.9423051502873073,0.0,0.9848698637422684,0.8618738171037966,current_SOC,1.2762598116081425,0.9423051502873072,0.0,0.0,-1.0603821566280998,"C13_snow_weather_snow_friction | Snow weather | Snow friction | urban signalized / snow | SOC 0.55, mass 1.00, grade 0.0%",urban signalized / snow,b0a2f5c7a2354bfd,SUMO weather snow b0a2f5c7a2354bfd
